OrderID,OrderDate,Quantity,DiscountPct,Rate,SaleAmount,CustomerName,State,Region,ProductKey,RowCount,ProfitMargin
28999,1/10/09,34,0.02,150,4953.72,Giulietta Ferguson,Vermont,East,Consulting - Business Model,1,0.5
31553,1/10/09,32,0.09,110,3174.82,Sean Kipp,Minnesota,Central,Development - PHP,1,0.55
33988,1/10/09,30,0,150,4460.13,Rob Cano,Pennsylvania,East,Consulting - Business Model,1,0.55
44391,1/10/09,16,0.02,110,1709.52,Ann Chapman,Utah,West,Development - Python,1,0.53
55367,1/10/09,31,0.05,125,3648.63,Kristina Willman,Michigan,Central,Training - Tableau,1,0.43
55367,1/10/09,48,0.05,120,5423.52,Kristina Willman,Michigan,Central,Development - Business Logic,1,0.56
19655,1/11/09,31,0.06,150,4332.38,Alan Reichenbach,Illinois,Central,Consulting - Business Model,1,0.65
21830,1/11/09,19,0.08,150,2598.83,Andy Nguyen,Tennessee,South,Consulting - Strategy,1,0.59
33797,1/11/09,20,0.08,150,2735.61,Bradley Fjeld,MA,East,Consulting - Strategy,1,0.61
33797,1/11/09,44,0.02,125,5342.38,Bradley Fjeld,MA,East,Training - SQL,1,0.58
33797,1/11/09,18,0.06,170,2850.99,Bradley Fjeld,MA,East,Development - .Net,1,0.64
33797,1/11/09,29,0.05,125,3413.32,Bradley Fjeld,New Jersey,East,Training - SQL,1,0.58
33797,1/11/09,18,0.03,110,1903.63,Bradley Fjeld,New Jersey,East,Development - Python,1,0.44
7461,1/12/09,12,0.05,125,1412.44,Greg DeCherney,Colorado,West,Training - Development,1,0.6
7461,1/12/09,28,0,110,3052.86,Greg DeCherney,Colorado,West,Development - PHP,1,0.36
7461,1/12/09,44,0.02,140,5983.61,Greg DeCherney,Colorado,West,Development - Database,1,0.52
20549,1/12/09,40,0.09,200,7215.86,Cindy Gastineau,Kentucky,South,Development - Big Data,1,0.65
27813,1/12/09,10,0.1,150,1338.11,Liz Ward,Kentucky,South,Consulting - Business Model,1,0.65
37862,1/12/09,27,0.01,170,4504.06,Guy Takahito,MO,Central,Development - .Net,1,0.59
43362,1/12/09,45,0.03,125,5408.18,Rick Delaney,Maryland,East,Training - Development,1,0.58
43362,1/12/09,33,0.04,120,3768.11,Rick Delaney,Maryland,East,Development - Business Logic,1,0.52
13602,1/13/09,3,0.03,150,432.67,Brian Beltran,California,West,Consulting - Strategy,1,0.53
13602,1/13/09,13,0.02,110,1389.09,Brian Beltran,California,West,Development - Python,1,0.52
25541,1/13/09,50,0.07,110,5070.06,Mike Daniels,Florida,South,Development - Python,1,0.54
51623,1/13/09,17,0.06,125,1979.95,Michelle Ryan,Maryland,East,Training - SQL,1,0.46
8325,1/14/09,21,0.08,150,2872.61,Jennifer Haines,California,West,Consulting - Strategy,1,0.6
8325,1/14/09,27,0.08,120,2954.69,Jennifer Haines,California,West,Development - Business Logic,1,0.56
30567,1/14/09,14,0.1,170,2123.23,Toby Seio,Tennessee,South,Development - .Net,1,0.69
30567,1/14/09,8,0.07,110,811.23,Toby Seio,Tennessee,South,Development - PHP,1,0.47
30567,1/14/09,3,0.01,125,368,Toby Seio,Tennessee,South,Training - SQL,1,0.43
30567,1/14/09,14,0.02,120,1631.98,Toby Seio,Tennessee,South,Development - Business Logic,1,0.41
34691,1/14/09,27,0.08,170,4185.8,Clytie Dortch,Pennsylvania,East,Development - .Net,1,0.56
34691,1/14/09,23,0.02,150,3351.38,Clytie Dortch,Pennsylvania,East,Consulting - Strategy,1,0.65
34691,1/14/09,13,0.1,110,1275.72,Clytie Dortch,Pennsylvania,East,Development - Python,1,0.52
43911,1/14/09,29,0.06,125,3377.65,Tamara Tyler,Idaho,West,Training - SQL,1,0.46
43911,1/14/09,36,0,150,5352.69,Tamara Tyler,Idaho,West,Consulting - Strategy,1,0.65
43911,1/14/09,23,0.06,125,2678.82,Tamara Tyler,Idaho,West,Training - Development,1,0.64
6884,1/15/09,41,0.01,110,4425.9,Skye Foster,Illinois,Central,Development - Python,1,0.39
6884,1/15/09,47,0.04,110,4919.84,Skye Foster,Illinois,Central,Development - Python,1,0.32
12676,1/15/09,25,0.08,125,2849.88,Jennifer Mitchum,Mississippi,South,Training - SQL,1,0.52
22243,1/15/09,9,0.09,120,974.21,Amy Murray,Tennessee,South,Development - Business Logic,1,0.42
37729,1/15/09,48,0,160,7612.91,Giulietta Black,Michigan,Central,Development - Java,1,0.58
48773,1/15/09,7,0.06,110,717.48,Amy Brennan,Pennsylvania,East,Development - Python,1,0.38
2370,1/16/09,6,0.02,125,728.6,Sanjit Grace,Maryland,East,Training - SQL,1,0.59
2370,1/16/09,30,0.01,110,3238.54,Sanjit Grace,Maryland,East,Development - Python,1,0.35
22147,1/16/09,37,0.04,125,4401.32,Christina Eno,Tennessee,South,Training - SQL,1,0.58
30915,1/16/09,20,0.04,120,2283.93,Xylona Takahito,Ohio,East,Development - Business Logic,1,0.38
30915,1/16/09,25,0.01,150,3680.16,Xylona Takahito,Ohio,East,Consulting - Market Research,1,0.6
31781,1/16/09,46,0.1,160,6566.3,Sylvia Gastineau,Illinois,Central,Development - Java,1,0.53
31781,1/16/09,41,0.03,140,5519.3,Sylvia Gastineau,Illinois,Central,Development - Database,1,0.56
39173,1/16/09,36,0.09,140,4546.45,Jason Moss,New York,East,Development - Database,1,0.64
39173,1/16/09,2,0.05,125,235.43,Jason Moss,New York,East,Training - Javascript,1,0.58
49541,1/16/09,35,0,200,6939.02,Joe Zeldin,Arkansas,South,Development - Big Data,1,0.65
1921,1/17/09,24,0.05,170,3842.33,Benjamin Schmidt,Rhode Island,East,Development - .Net,1,0.66
10272,1/17/09,3,0.03,110,317.32,Katherine Ducich,Florida,South,Development - PHP,1,0.39
10272,1/17/09,26,0.06,110,2665.05,Katherine Ducich,Florida,South,Development - Python,1,0.48
12771,1/17/09,40,0.08,200,7296.07,Carlos McAfee,Illinois,Central,Development - Scala,1,0.69
12771,1/17/09,46,0.01,120,5417.33,Carlos McAfee,Illinois,Central,Development - Business Logic,1,0.48
18945,1/17/09,33,0.06,150,4612.58,John Ashbrook,Alabama,South,Consulting - Business Model,1,0.55
32868,1/17/09,39,0.05,120,4407.38,Randy Baptist,Tennessee,South,Development - Business Logic,1,0.5
43620,1/17/09,13,0.05,170,2081.26,Joel Staavos,Mississippi,South,Development - .Net,1,0.64
43620,1/17/09,11,0.05,110,1139.52,Joel Staavos,Mississippi,South,Development - Python,1,0.46
46884,1/17/09,18,0.1,110,1766.52,Paul Hazard,Tennessee,South,Development - PHP,1,0.32
46884,1/17/09,3,0,150,446.09,Paul Hazard,Tennessee,South,Consulting - Market Research,1,0.67
46884,1/17/09,25,0.1,120,2676.55,Paul Hazard,South Dakota,Central,Development - Business Logic,1,0.48
22118,1/18/09,50,0.05,160,7534.17,Natalie Pelletier,Florida,South,Development - Java,1,0.69
48199,1/18/09,47,0.1,110,4612.7,Erica Percer,Indiana,Central,Development - PHP,1,0.35
58784,1/18/09,12,0.02,110,1282.4,Kristen Golden,Mississippi,South,Development - PHP,1,0.35
58784,1/18/09,29,0.06,110,2972.63,Kristen Golden,Mississippi,South,Development - Python,1,0.35
58784,1/18/09,17,0.02,200,3303.14,Kristen Golden,Mississippi,South,Development - Big Data,1,0.63
58784,1/18/09,25,0.05,125,2943.04,Kristen Golden,Pennsylvania,East,Training - Development,1,0.53
58784,1/18/09,20,0.04,150,2855.06,Kristen Golden,Pennsylvania,East,Consulting - Strategy,1,0.67
66,1/19/09,41,0.09,120,4438.53,Arthur Nelson,New Mexico,West,Development - Business Logic,1,0.42
16999,1/19/09,18,0.09,170,2760.55,Stuart Engle,Ohio,East,Development - .Net,1,0.66
20711,1/19/09,5,0.1,110,490.73,Chris Ludwig,MA,East,Development - Python,1,0.35
20711,1/19/09,18,0,150,2676.68,Chris Ludwig,Vermont,East,Consulting - Strategy,1,0.55
38340,1/20/09,36,0.02,170,5945.95,Tanja Collins,Florida,South,Development - .Net,1,0.69
44197,1/20/09,27,0.02,125,3279.02,Cynthia Kirkland,Texas,Central,Training - Tableau,1,0.43
31138,1/21/09,37,0.05,125,4356.02,Arthur Howell,Ohio,East,Training - Javascript,1,0.5
32800,1/21/09,33,0.04,125,3926,Larry Elliston,Utah,West,Training - Development,1,0.53
32800,1/21/09,19,0.09,110,1885.57,Larry Elliston,Utah,West,Development - Python,1,0.59
32800,1/21/09,40,0.07,110,4056.86,Larry Elliston,Utah,West,Development - Python,1,0.39
35936,1/21/09,41,0.08,160,5983.38,Roy Schnelling,Washington,West,Development - Java,1,0.69
35936,1/21/09,40,0.03,125,4808.36,Roy Schnelling,Washington,West,Training - SQL,1,0.54
37638,1/21/09,33,0.07,200,6085.3,Aaron Matthias,New York,East,Development - Scala,1,0.65
38021,1/21/09,16,0.04,170,2588.78,Rob Cano,Pennsylvania,East,Development - .Net,1,0.61
38021,1/21/09,36,0.02,200,6995.41,Rob Cano,Pennsylvania,East,Development - Scala,1,0.71
38021,1/21/09,46,0.02,160,7150.87,Rob Cano,Iowa,Central,Development - Java,1,0.56
49505,1/21/09,12,0.04,160,1827.37,Harold Nunn,Ohio,East,Development - Java,1,0.53
49505,1/21/09,34,0.04,150,4853.96,Harold Nunn,Ohio,East,Consulting - Business Model,1,0.55
52608,1/21/09,36,0.05,120,4068.76,Thea Clark,Florida,South,Development - Business Logic,1,0.5
58759,1/21/09,4,0.1,110,392.6,Andrew Benoit,Colorado,West,Development - Python,1,0.44
7815,1/22/09,6,0.09,150,811.99,Amy Murray,Tennessee,South,Consulting - Business Model,1,0.53
13636,1/22/09,32,0.02,125,3886.44,Sally Herrera,Minnesota,Central,Training - Tableau,1,0.5
28225,1/22/09,13,0.01,200,2551.96,Guy Shifley,Ohio,East,Development - Big Data,1,0.69
28225,1/22/09,9,0,125,1115.37,Khloe Jacobs,Michigan,Central,Training - SQL,1,0.58
53891,1/22/09,36,0.02,160,5596.47,Nathan Lee,Minnesota,Central,Development - Java,1,0.68
53891,1/22/09,27,0.07,150,3734.25,Nathan Lee,Alabama,South,Consulting - Business Model,1,0.67
53891,1/22/09,44,0.02,125,5343.85,Nathan Lee,Alabama,South,Training - SQL,1,0.46
53891,1/22/09,25,0.03,150,3606.36,Nathan Lee,Alabama,South,Consulting - Market Research,1,0.53
55360,1/22/09,49,0.07,200,9035.97,Russell Redmond,Florida,South,Development - Scala,1,0.63
55360,1/22/09,39,0,125,4833.26,Russell Redmond,Florida,South,Training - Javascript,1,0.58
10661,1/23/09,18,0,140,2498.49,Jocasta Schnelling,Kansas,Central,Development - Front End Web,1,0.63
10661,1/23/09,42,0.07,110,4259.92,Jocasta Schnelling,Virginia,South,Development - Python,1,0.36
24802,1/23/09,18,0.01,150,2650.18,Victoria Holloman,Washington,West,Consulting - Business Model,1,0.53
19234,1/24/09,24,0.01,170,4004.82,Cynthia Irving,Colorado,West,Development - .Net,1,0.66
29319,1/24/09,30,0.1,125,3346.27,Filia Rittenbach,Indiana,Central,Training - Development,1,0.58
29319,1/24/09,21,0.03,150,3029.49,Filia Rittenbach,Indiana,Central,Consulting - Compensation,1,0.5
33025,1/24/09,5,0.08,170,775.34,Debra Andreadi,New Jersey,East,Development - .Net,1,0.58
58277,1/24/09,23,0.01,170,3837.95,Michael Olson,Wisconsin,Central,Development - .Net,1,0.61
7043,1/25/09,4,0.06,125,466.01,Giulietta Ferguson,California,West,Training - SQL,1,0.44
12869,1/25/09,15,0.1,150,2007.81,Laurel Roberts,South Carolina,South,Consulting - Market Research,1,0.53
17186,1/26/09,49,0.08,125,5587.32,Ken Budd,Pennsylvania,East,Training - SQL,1,0.58
17186,1/26/09,11,0.07,110,1115.78,Ken Budd,Pennsylvania,East,Development - Python,1,0.46
20422,1/26/09,5,0.01,200,981.62,Gene Zandusky,Michigan,Central,Development - Scala,1,0.69
20422,1/26/09,30,0.03,125,3606.72,Gene Zandusky,Iowa,Central,Training - SQL,1,0.46
24544,1/26/09,31,0.08,150,4241.8,Tanja Collins,Florida,South,Consulting - Strategy,1,0.53
24544,1/26/09,15,0.03,125,1803.36,Tanja Collins,Florida,South,Training - Development,1,0.54
24544,1/26/09,39,0.1,200,6960.6,Tanja Collins,Florida,South,Development - Big Data,1,0.65
55937,1/26/09,10,0.09,150,1353.45,Stefanie Barnett,Arkansas,South,Consulting - Business Model,1,0.62
55937,1/26/09,24,0.06,125,2796.14,Stefanie Barnett,Arkansas,South,Training - Javascript,1,0.46
10530,1/27/09,4,0.02,150,583.04,Victor Hane,Florida,South,Consulting - Market Research,1,0.6
11686,1/27/09,38,0.08,150,5199.76,Michael Olson,Wisconsin,Central,Consulting - Market Research,1,0.55
15718,1/27/09,36,0.09,120,3898.03,Sean Andreada,North Dakota,Central,Development - Business Logic,1,0.43
15718,1/27/09,41,0.03,120,4732.13,Sean Andreada,Ohio,East,Development - Business Logic,1,0.63
15718,1/27/09,50,0.06,140,6524.48,Sean Andreada,Ohio,East,Development - Database,1,0.62
8868,1/28/09,3,0.02,170,495.6,Cindy Mathis,Arizona,West,Development - .Net,1,0.58
8868,1/28/09,34,0.03,160,5232.41,Cindy Mathis,Arizona,West,Development - Java,1,0.67
17155,1/28/09,36,0,110,3926.69,Cari Radford,Utah,West,Development - Python,1,0.44
17155,1/28/09,31,0.03,200,5963.41,Cari Radford,Utah,West,Development - Big Data,1,0.69
19047,1/28/09,1,0.06,110,102.53,Adam Phonely,California,West,Development - Python,1,0.47
19047,1/28/09,3,0.02,120,349.83,Adam Phonely,California,West,Development - Business Logic,1,0.42
20480,1/29/09,38,0.02,160,5908.42,Liz Smith,Virginia,South,Development - Java,1,0.63
20480,1/29/09,4,0.02,125,485.89,Liz Smith,Nebraska,Central,Training - Tableau,1,0.58
20484,1/29/09,14,0.09,150,1894.97,Katherine Reese,Virginia,South,Consulting - Market Research,1,0.5
5316,1/30/09,42,0.1,150,5622.58,Clay Polking,Illinois,Central,Consulting - Business Model,1,0.55
21383,1/30/09,31,0.07,150,4288.34,Rick Delaney,Illinois,Central,Consulting - Strategy,1,0.66
35847,1/30/09,23,0.08,150,3147.46,Eugene Melton,Illinois,Central,Consulting - Business Model,1,0.61
15270,1/31/09,36,0,110,3926.98,Maria Ferguson,Florida,South,Development - Python,1,0.38
18595,1/31/09,6,0.1,170,910.35,Art Coram,Pennsylvania,East,Development - .Net,1,0.69
18595,1/31/09,16,0.03,140,2154.68,Art Coram,Pennsylvania,East,Development - Front End Web,1,0.57
30341,1/31/09,42,0.09,125,4737.67,Matt French,Minnesota,Central,Training - Development,1,0.52
30341,1/31/09,41,0.09,200,7399.78,Matt French,Minnesota,Central,Development - Scala,1,0.74
30341,1/31/09,30,0,110,3272.49,Matt French,Minnesota,Central,Development - Python,1,0.44
40101,1/31/09,46,0.1,150,6158.22,John Ashbrook,Arkansas,South,Consulting - Business Model,1,0.6
52416,1/31/09,6,0.05,110,621.77,Dave Norling,West Virginia,East,Development - Python,1,0.53
52416,1/31/09,40,0.04,125,4759.98,Dave Norling,West Virginia,East,Training - Javascript,1,0.52
4454,2/1/09,17,0.01,200,3338.02,Erica Percer,Indiana,Central,Development - Scala,1,0.75
30053,2/1/09,41,0.06,150,5732.94,Marc Ludwig,Arkansas,South,Consulting - Strategy,1,0.66
32676,2/1/09,37,0.06,150,5173.63,Joy Moren,Indiana,Central,Consulting - Business Model,1,0.53
13604,2/2/09,38,0.04,150,5426.65,Erica Percer,Indiana,Central,Consulting - Business Model,1,0.53
13604,2/2/09,42,0.07,125,4842.03,Erica Percer,Indiana,Central,Training - SQL,1,0.54
19493,2/2/09,31,0.1,125,3458.6,Bill Kiefer,Ohio,East,Training - Javascript,1,0.46
38529,2/2/09,38,0.02,140,5170.39,Darren Blumstein,Idaho,West,Development - Database,1,0.46
39904,2/2/09,44,0,125,5454.42,Alejandro Olsen,Ohio,East,Training - SQL,1,0.52
55713,2/2/09,49,0.09,125,5527.56,Alan Brumley,Vermont,East,Training - Development,1,0.58
21222,2/3/09,36,0.1,125,4016.53,Carol Weiss,Colorado,West,Training - SQL,1,0.4
21222,2/3/09,26,0.02,150,3790.42,Carol Weiss,Colorado,West,Consulting - Market Research,1,0.53
14400,2/4/09,32,0.05,160,4823.93,Henia Norvell,Florida,South,Development - Java,1,0.53
14400,2/4/09,35,0.03,110,3703.73,Henia Norvell,Florida,South,Development - Python,1,0.46
14400,2/4/09,43,0.08,125,4904.26,Henia Norvell,Florida,South,Training - Javascript,1,0.58
14627,2/4/09,47,0.07,160,6935.99,Sonia Kane,Kansas,Central,Development - Java,1,0.63
17636,2/4/09,2,0.03,120,230.88,Dean Zrebassa,California,West,Development - Business Logic,1,0.44
25120,2/4/09,46,0,200,9124.21,Michael Harton,South Carolina,South,Development - Scala,1,0.71
25120,2/4/09,22,0.01,110,2376.06,Michael Harton,South Carolina,South,Development - Python,1,0.36
25120,2/4/09,10,0.1,110,981.84,Michael Harton,South Carolina,South,Development - Python,1,0.48
35776,2/4/09,9,0.05,160,1356.73,Gene Dawkins,Florida,South,Development - Java,1,0.58
35776,2/4/09,36,0.06,140,4698.57,Gene Dawkins,Florida,South,Development - Database,1,0.49
41988,2/4/09,33,0.08,150,4516.48,Matt French,Minnesota,Central,Consulting - Strategy,1,0.55
41988,2/4/09,18,0.07,125,2075.26,Matt French,Minnesota,Central,Training - Development,1,0.59
41988,2/4/09,14,0.1,200,2499.24,Matt French,Minnesota,Central,Development - Big Data,1,0.72
44387,2/4/09,50,0.07,150,6917.54,Erica Percer,Indiana,Central,Consulting - Business Model,1,0.7
44387,2/4/09,20,0.03,110,2116.42,Erica Percer,Indiana,Central,Development - Python,1,0.44
59459,2/4/09,40,0.07,150,5534.03,Christine Knight,MO,Central,Consulting - Business Model,1,0.6
417,2/5/09,39,0.07,150,5395.82,Robert Pistek,California,West,Consulting - Strategy,1,0.65
417,2/5/09,3,0.1,200,535.56,Robert Pistek,California,West,Development - Big Data,1,0.69
10310,2/5/09,48,0.07,120,5312.8,Christina Yedwab,Iowa,Central,Development - Business Logic,1,0.53
10310,2/5/09,6,0.1,150,803.35,Christina Yedwab,Iowa,Central,Consulting - Market Research,1,0.61
26945,2/5/09,29,0,110,3163.8,Mick Breyer,Florida,South,Development - Python,1,0.55
35200,2/5/09,15,0.08,125,1710.83,Ricardo Craven,Arizona,West,Training - SQL,1,0.64
36068,2/5/09,23,0.06,170,3645.21,Anthony Phan,Iowa,Central,Development - .Net,1,0.69
25440,2/6/09,30,0.02,125,3644.91,Kelly Bensley,South Carolina,South,Training - Javascript,1,0.54
26724,2/6/09,2,0.09,150,270.76,Bobby Childs,New Jersey,East,Consulting - Strategy,1,0.53
28772,2/6/09,16,0.02,125,1943.95,Nick Saunders,Georgia,South,Training - Javascript,1,0.46
28772,2/6/09,4,0.03,150,577.23,Nick Saunders,Georgia,South,Consulting - Market Research,1,0.5
41543,2/6/09,45,0.03,125,5411.57,Bill McGarr,Nebraska,Central,Training - Development,1,0.4
41543,2/6/09,24,0.03,150,3463.41,Bill McGarr,Nebraska,Central,Consulting - Market Research,1,0.59
23808,2/7/09,30,0.04,110,3142.14,Ed Yedwab,California,West,Development - Python,1,0.32
23808,2/7/09,28,0.08,150,3832.46,Ed Yedwab,California,West,Consulting - Market Research,1,0.5
44002,2/7/09,46,0.05,110,4767.76,John Ashbrook,Arkansas,South,Development - Python,1,0.39
44002,2/7/09,14,0.03,200,2693.83,John Ashbrook,Arkansas,South,Development - Big Data,1,0.72
46981,2/7/09,46,0.07,160,6788.92,Robert Franz,Tennessee,South,Development - Java,1,0.58
3138,2/8/09,4,0.07,150,553.46,Bradley Donovan,Maryland,East,Consulting - Business Model,1,0.65
20162,2/8/09,38,0.03,160,5849.6,Helen Kimmel,New York,East,Development - Java,1,0.53
56581,2/8/09,20,0.1,125,2231.69,Grant Ellison,Wyoming,West,Training - SQL,1,0.54
59942,2/8/09,47,0.07,150,6503.14,Max Ducich,Montana,West,Consulting - Business Model,1,0.61
